Metropolitan,Gender,Family_num,Elder_Household,GrandChild_Household,Single_Household,Multi_Household,Disability_status,Master_EduCode,Master_WithLive,Master_IndustryCode,Manster_Jobcode,Master_Age,Master_EmpCode,Master_MarriCode,Tenancy_Type,Housing_Type,Debt_Holding,Income_code,Assets,Liabilities,Principal_Interest,Spend_Consum,Spend_NonConsum,Master_Retired
1,1,4,0,0,0,0,0,3,2,7,3,4,1,2,1,3,1,5,29707,7796,638,3636,917,1
1,2,1,1,0,0,0,0,2,1,15,9,5,2,3,2,1,0,1,15170,0,0,312,1,1
1,2,2,0,0,0,0,0,4,2,22,11,3,4,2,3,2,0,7,7200,0,0,3510,1181,1
1,2,2,0,0,0,0,1,3,2,17,4,5,1,2,2,2,1,4,28310,500,60,2372,459,1
1,1,1,0,0,0,0,0,3,1,7,7,1,1,1,3,4,0,4,2150,0,0,2690,53,1
1,2,3,0,0,0,0,0,4,2,17,2,4,1,4,3,2,0,8,6840,0,0,5681,641,1
1,1,2,1,0,0,0,1,2,2,22,11,5,4,2,3,2,0,1,1460,0,0,850,1,2
1,1,2,0,0,0,0,0,3,2,7,5,4,1,2,3,1,1,2,5050,4000,680,2350,935,1
1,2,1,1,0,0,0,0,2,1,22,11,5,4,3,1,2,0,2,53500,0,0,3240,235,2
1,1,4,0,0,0,0,0,4,2,3,1,2,3,2,1,2,1,3,58424,13000,600,3797,1137,1
1,2,4,0,0,0,0,0,4,2,22,11,3,4,2,1,1,1,9,51820,4000,600,4052,1633,1
1,2,1,1,0,0,0,1,1,1,22,11,5,4,4,3,3,0,2,1270,0,0,958,19,2
1,1,2,0,0,0,0,1,4,2,15,9,5,1,2,1,2,1,8,62428,3000,360,1662,1679,1
1,1,1,0,0,0,0,0,1,1,9,4,4,3,3,2,3,1,4,17692,6866,714,1820,448,1
1,2,2,0,0,1,0,0,3,2,3,7,3,1,4,3,3,0,4,8330,0,0,1577,354,1
1,2,1,1,0,0,0,1,1,1,22,11,5,4,3,1,3,0,1,30050,0,0,654,23,2
1,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,1,0,1,84230,0,0,810,93,2
1,1,1,0,0,0,0,0,3,1,8,8,4,3,1,3,1,1,3,6635,6033,869,1050,440,1
1,1,4,0,0,0,0,0,4,2,13,2,3,1,2,1,2,1,7,28552,8900,556,5050,1710,1
1,1,2,0,0,0,0,0,4,2,16,2,2,1,2,1,2,1,8,50508,13784,900,2620,1488,1
1,1,1,0,0,0,0,0,3,1,3,8,3,1,1,3,1,1,3,4810,1000,0,1674,279,1
1,2,1,0,0,0,0,0,4,1,16,2,2,1,1,2,2,0,8,25948,0,0,2394,1090,1
1,2,1,1,0,0,0,0,3,1,22,11,5,4,3,4,2,0,3,11920,0,0,2076,151,2
1,1,1,1,0,0,0,0,1,1,14,9,5,2,4,3,1,0,1,625,0,0,664,21,1
1,1,4,0,0,0,0,0,3,2,6,7,3,1,2,3,1,0,8,3426,0,0,4480,504,1
1,2,1,0,0,0,0,0,3,1,14,9,4,2,1,3,1,1,1,10,2200,0,838,21,1
1,1,2,1,0,0,0,0,3,2,8,8,5,3,2,1,3,0,4,27500,0,70,2752,296,1
1,1,1,0,0,0,0,0,3,1,3,9,1,1,1,4,2,1,3,9290,11440,0,1220,595,1
1,1,2,1,0,0,0,0,1,2,18,4,5,2,2,1,1,0,5,37550,0,0,3476,361,1
1,1,1,0,0,0,0,0,3,1,15,10,2,1,1,2,2,1,7,12447,1000,60,1994,1129,1
1,2,1,0,0,0,0,0,3,1,3,3,2,1,1,3,2,1,3,1712,800,452,1454,387,1
1,2,1,0,0,0,0,0,1,1,22,11,4,4,4,3,1,0,1,1192,0,0,776,1,2
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,1,1,32351,6400,256,659,407,2
1,1,1,1,0,0,0,0,3,1,6,7,5,2,4,1,3,0,4,19200,0,745,1286,195,1
1,1,2,0,0,0,0,0,4,2,9,4,2,1,1,2,3,1,4,10231,6145,339,1264,487,1
1,2,1,1,0,0,0,0,4,1,22,11,5,4,3,4,2,0,1,8000,0,600,840,11,2
1,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,2,1,1,129800,8500,655,2346,729,2
1,1,2,1,0,0,0,0,1,2,22,11,5,4,2,3,2,0,2,600,0,0,734,31,2
1,1,2,1,0,0,0,1,3,2,6,7,5,3,2,1,2,1,9,83600,14000,1320,3122,1082,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,4,2,1,0,1,1200,0,0,633,1,1
1,1,2,0,0,0,0,0,3,2,16,9,5,2,2,1,2,0,6,83500,0,0,3670,263,1
1,2,1,0,0,0,0,1,1,1,15,9,5,2,3,4,2,0,2,1,0,0,866,1,1
1,2,1,0,0,0,0,0,4,1,11,3,2,1,1,3,3,0,5,11180,0,0,2770,446,1
1,1,1,0,0,0,0,0,4,1,8,3,2,1,1,1,2,1,6,31500,8000,699,1388,1777,1
1,1,1,0,0,0,0,0,3,1,3,8,1,1,1,4,2,1,4,200,1000,1100,1052,471,1
1,1,1,0,0,0,0,0,4,1,7,7,3,1,1,1,2,1,7,34720,900,363,1765,1418,1
1,2,1,0,0,0,0,0,3,1,7,5,2,2,1,3,3,1,2,2400,1000,60,1840,191,1
1,2,3,0,0,0,0,0,3,2,14,9,4,1,4,2,1,0,7,20755,0,0,2898,1035,1
1,1,1,0,0,0,0,0,3,1,12,3,3,3,1,3,2,0,1,2893,0,0,1021,20,1
1,1,4,0,0,0,0,0,4,2,6,7,3,1,2,1,2,1,7,21680,2300,1236,2509,1018,1
1,1,1,0,0,0,0,0,3,1,14,8,3,3,1,3,1,1,2,2500,4000,144,3332,157,1
1,1,4,0,0,0,0,0,4,2,3,7,3,1,2,1,2,1,8,113403,810,600,4060,1149,1
1,2,2,0,0,0,0,0,4,2,18,3,4,2,2,1,2,1,3,48002,10800,740,2010,798,1
1,2,1,1,0,0,0,0,2,1,22,11,5,4,3,4,2,0,3,4200,0,60,1003,150,2
1,1,2,0,0,0,0,0,4,2,10,2,4,1,4,3,4,0,8,1532,0,0,4148,1031,1
1,1,4,0,0,0,0,0,3,2,22,11,4,4,2,1,3,1,4,26350,500,120,3500,447,2
1,2,1,0,0,0,0,0,4,1,15,4,2,1,1,3,1,1,4,6830,5000,204,1725,697,1
1,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,2,0,3,62200,0,0,2175,173,2
1,2,1,0,0,0,0,0,4,1,16,2,3,1,1,2,4,0,7,41890,0,0,2070,1657,1
1,1,2,0,0,0,0,0,4,2,22,11,5,4,2,1,3,1,2,98684,3000,0,1132,82,2
1,1,2,0,0,0,0,0,3,2,11,8,5,1,2,2,2,0,5,63434,0,0,3380,871,1
1,1,1,0,0,0,0,0,4,1,7,3,1,1,1,3,1,0,3,4500,0,0,2865,269,1
1,1,3,0,0,0,0,0,4,2,8,9,5,2,2,1,1,1,2,34435,7500,382,2130,360,1
1,1,1,0,0,0,0,0,4,1,3,8,5,1,4,1,2,0,4,22650,0,0,1698,289,1
1,2,1,0,0,0,0,0,3,1,17,2,1,2,4,3,1,1,2,9020,9310,240,1629,244,1
1,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,1,0,3,65501,0,0,2470,504,2
1,2,1,0,0,0,0,0,4,1,16,2,2,1,1,3,2,1,5,20431,3000,0,1770,815,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,2,3,0,1,4250,0,0,459,52,2
1,1,1,0,0,0,0,0,3,1,6,7,4,1,1,2,1,1,4,25100,1700,360,1885,687,1
1,1,2,1,0,0,0,0,4,2,22,11,5,4,2,3,1,0,4,10,0,0,1805,2,2
1,1,1,0,0,0,0,0,3,1,22,11,5,4,4,4,1,0,1,700,0,0,1420,19,1
1,1,2,1,0,0,0,1,3,2,22,11,5,4,2,2,3,0,4,13302,0,0,1800,86,2
1,2,4,0,0,1,0,0,3,2,9,9,3,1,2,3,1,0,3,5318,0,0,2730,222,1
1,1,1,1,0,0,0,1,1,1,22,11,5,4,4,3,2,0,2,610,0,0,579,54,2
1,1,3,0,1,0,0,0,3,3,3,8,5,2,2,3,2,0,6,13610,0,0,2905,143,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,3,0,1,9441,0,0,275,6,2
1,1,2,1,0,0,0,0,3,2,8,8,5,3,2,3,2,0,4,3378,0,0,1577,209,1
1,1,2,0,0,0,0,1,1,2,22,11,5,4,4,3,1,0,3,1081,0,0,1770,36,1
1,1,2,0,0,0,0,0,3,2,9,4,2,1,1,2,3,1,3,31500,9200,1220,1474,735,1
1,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,2,0,3,116165,0,100,1331,145,2
1,1,2,1,0,0,0,1,1,2,8,8,5,3,2,3,2,1,4,7130,2150,418,2130,268,1
1,1,1,0,0,0,0,0,2,1,6,7,3,1,1,3,1,1,5,1760,1008,848,3003,871,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,2,17270,0,0,425,14,2
1,1,3,0,0,0,0,0,1,2,3,8,4,1,2,1,3,1,7,18000,6605,563,3670,1130,1
1,1,1,1,0,0,0,0,3,1,22,11,5,4,4,3,1,0,1,30,0,0,608,1,2
1,1,1,0,0,0,0,0,3,1,9,4,2,1,1,3,3,1,3,201,2520,696,1448,587,1
1,1,1,1,0,0,0,0,3,1,22,11,5,4,3,1,3,0,1,46500,0,0,810,21,2
1,1,4,0,0,0,0,0,3,2,8,8,5,1,2,3,1,0,3,2290,0,0,3494,289,1
1,2,3,0,0,0,0,0,3,2,22,11,5,4,4,3,3,0,3,1510,0,0,2340,453,2
1,1,2,0,0,0,0,0,3,2,8,3,5,3,2,1,1,1,8,37800,5700,90,4325,524,1
1,1,2,0,0,0,0,1,3,2,22,11,5,4,2,1,2,0,6,53546,0,0,2188,306,2
1,1,4,0,0,0,0,0,4,2,15,3,3,1,2,1,2,1,7,35200,12000,660,4570,1199,1
1,2,2,0,0,0,0,0,1,2,22,11,5,4,3,1,3,1,5,16130,9700,850,1071,840,2
1,2,1,1,0,0,0,1,3,1,22,11,5,4,3,3,2,0,1,140,0,1095,427,196,2
1,2,1,1,0,0,0,1,4,1,15,9,5,2,4,3,2,0,1,1166,0,0,649,18,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,2,2,0,1,9610,0,0,610,19,2
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,1,51800,0,0,792,38,2
1,1,4,0,0,0,0,0,3,2,3,3,4,1,2,3,1,1,7,33620,160,700,2560,1177,1
1,2,2,0,0,0,0,0,1,2,9,4,5,2,3,2,1,0,6,6010,0,0,1690,373,1
1,2,1,1,0,0,0,0,1,1,15,9,5,2,3,2,2,0,2,3100,0,0,747,11,1
1,2,1,0,0,0,0,1,3,1,22,11,3,4,1,3,2,0,2,2220,0,0,708,0,2
1,2,1,0,0,0,0,0,4,1,19,4,4,3,4,3,4,1,6,6433,365,432,3489,179,1
1,1,1,0,0,0,0,0,3,1,6,9,4,2,4,1,2,1,2,14410,5000,105,1882,232,1
1,1,4,0,0,0,0,0,3,2,3,5,3,1,2,1,2,1,2,18378,10300,368,2244,556,1
1,2,1,0,0,0,0,0,4,1,18,2,2,1,1,3,3,0,4,13310,0,0,2057,128,1
1,2,2,0,0,0,0,0,3,2,7,5,4,1,4,4,3,1,5,1565,330,24,1368,438,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,1,3,1,0,1,1430,0,0,764,5,2
0,1,2,0,0,0,0,0,3,2,14,7,3,3,2,1,2,1,5,38083,6407,1240,2721,657,1
0,1,2,1,0,0,0,0,3,2,17,9,5,2,2,3,2,0,2,2690,0,0,893,31,1
0,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,2,0,6,79000,0,0,2500,1070,2
0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,1,1,0,3,33466,0,0,909,94,1
0,2,1,0,0,0,0,0,3,1,3,3,1,1,1,2,1,1,5,5045,4000,48,2400,661,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,2,0,2,22171,0,0,1437,194,2
0,2,2,1,0,0,0,0,2,2,20,9,5,2,4,3,1,1,2,2050,600,0,1170,71,1
0,1,3,0,0,0,0,0,3,2,13,7,4,1,2,1,2,1,9,19776,2349,494,3150,1311,1
0,2,1,0,0,0,0,0,2,1,15,9,4,2,4,3,1,1,1,1268,2500,0,699,42,1
0,1,3,0,0,0,0,0,1,2,22,11,5,4,2,1,1,1,5,31130,300,0,2125,678,2
0,1,3,0,0,0,0,0,3,2,22,11,4,4,2,1,2,1,7,42820,550,72,2582,690,2
0,2,1,0,0,0,0,0,3,1,22,11,5,4,4,3,2,1,2,1400,20,2,614,4,2
0,1,1,1,0,0,0,0,1,1,22,11,5,4,3,3,2,0,1,1550,0,0,874,1,2
0,1,1,0,0,0,0,0,4,1,8,8,4,2,4,4,1,0,3,4472,0,0,1500,247,1
0,2,1,1,0,0,0,1,1,1,22,11,5,4,3,4,1,0,1,67,0,0,422,1,2
0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,1,0,1,20174,0,0,1097,22,2
0,2,1,0,0,0,0,0,3,1,17,4,4,1,4,1,3,1,2,18010,5904,336,1347,908,1
0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,1,1,1,41674,11350,16,910,52,2
0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,3,1,0,2,457,0,0,1410,10,2
0,1,1,1,0,0,0,0,4,1,18,9,5,2,4,1,2,1,5,22660,3400,840,1864,553,1
0,1,2,1,0,0,0,1,4,2,22,11,5,4,2,1,2,0,6,66560,0,0,3106,503,2
0,2,2,1,0,0,0,0,3,2,17,4,5,2,2,1,1,0,4,10830,0,0,1221,87,1
0,1,1,0,0,0,0,0,3,1,14,9,4,2,1,3,1,0,5,400,0,0,822,100,1
0,1,1,0,0,0,0,0,3,1,3,8,4,1,1,2,1,0,4,4650,0,0,1751,561,1
0,2,4,0,0,0,0,1,3,2,11,3,4,1,2,4,1,1,7,28640,1300,19,5390,837,1
0,2,2,0,0,0,0,0,3,2,3,3,4,1,4,3,1,1,3,310,4400,0,2084,275,1
0,1,3,0,0,0,0,1,1,2,17,9,5,2,2,3,1,0,7,770,0,0,1785,107,1
0,2,2,0,0,0,0,0,4,2,19,2,4,3,4,2,2,1,3,98960,4500,90,4222,668,1
0,2,4,0,0,0,0,0,4,2,22,11,4,4,2,2,2,1,7,66130,15000,1104,4204,1781,1
0,2,1,1,0,0,0,0,1,1,19,4,5,3,3,4,1,0,1,50,0,0,651,11,1
0,1,1,0,0,0,0,0,2,1,22,11,5,4,4,3,4,0,5,5000,0,0,3488,777,1
0,2,3,0,0,0,0,0,4,2,9,4,4,3,4,3,2,1,4,4085,6900,252,1696,267,1
0,2,3,0,0,0,0,1,3,2,22,11,4,4,3,3,3,0,2,1534,0,0,1165,0,2
0,2,1,0,0,0,0,0,2,1,22,11,4,4,4,3,1,1,1,450,100,0,688,0,2
0,1,1,0,0,0,0,0,3,1,15,4,3,1,1,3,2,1,3,4665,5031,261,1280,779,1
0,1,2,1,0,0,0,1,1,2,22,11,5,4,2,1,1,1,4,15080,150,0,1204,78,2
0,2,1,1,0,0,0,0,1,1,14,9,5,1,3,1,1,1,6,14500,20,0,3480,175,1
0,1,3,0,0,0,0,0,4,2,11,3,2,1,2,3,2,1,7,15960,500,40,2534,738,1
0,2,1,0,0,0,0,0,3,1,9,4,4,1,4,2,2,0,3,14580,0,0,1220,289,1
0,1,2,1,0,0,0,1,1,2,22,11,5,4,2,4,2,0,1,5700,0,0,982,9,2
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,3,1,0,1,170,0,0,476,10,2
0,2,3,0,0,0,0,0,3,2,7,5,4,3,4,3,2,1,8,7848,2400,357,3297,765,1
0,1,2,1,0,0,0,1,1,2,1,6,5,3,2,1,2,1,2,66333,1000,0,2036,244,1
0,1,2,0,0,0,0,1,2,2,22,11,5,4,2,3,2,0,2,3985,0,0,1200,67,2
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,1,5120,0,0,436,19,2
0,1,2,0,0,0,0,0,3,2,6,9,5,2,2,3,1,0,3,580,0,0,2060,35,1
0,1,2,1,0,0,0,0,1,2,17,9,5,2,2,1,1,1,4,22024,530,750,1960,183,1
0,2,1,1,0,0,0,0,2,1,1,6,5,3,3,1,1,1,3,32550,700,0,1290,374,1
0,2,1,1,0,0,0,0,4,1,22,11,5,4,3,3,2,1,2,7636,3300,216,920,236,2
0,1,4,0,0,0,0,0,3,2,22,11,3,4,2,3,1,1,3,2694,500,250,2500,138,1
0,2,1,1,0,0,0,0,1,1,17,9,5,2,4,4,1,0,1,2984,0,0,970,16,1
0,1,2,0,0,0,0,0,3,2,9,9,1,2,1,4,2,0,3,130,0,30,1857,147,1
0,1,4,0,0,0,0,0,3,2,8,9,3,3,2,1,1,1,8,33540,1554,991,5267,589,1
0,2,3,0,0,1,0,0,4,2,7,5,3,1,4,2,3,1,4,8297,720,690,2046,436,1
0,2,2,0,0,0,0,0,4,2,22,11,3,4,4,1,3,0,3,13979,0,0,1030,56,1
0,1,2,1,0,0,0,0,3,2,17,9,5,2,2,1,1,0,2,23600,0,0,999,96,1
0,2,1,1,0,0,0,0,1,1,7,5,5,2,3,3,2,0,2,4844,0,0,984,1,1
0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,2,0,1,50965,0,0,1748,36,2
0,2,1,0,0,0,0,0,2,1,22,11,5,4,3,1,2,1,4,39669,13766,1044,1188,648,1
0,1,2,1,0,0,0,0,2,2,19,7,5,1,2,1,2,1,7,23320,10000,360,1724,659,1
0,2,2,0,0,0,0,0,4,2,7,3,5,1,4,1,2,1,6,27220,5000,330,2430,873,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,1,5,0,0,763,17,2
0,1,3,0,0,0,0,0,2,2,22,11,5,4,2,1,1,0,7,21503,0,46,2260,666,2
0,1,3,0,0,0,0,0,4,2,6,2,5,1,2,1,2,0,8,20500,0,0,4704,1329,1
0,1,3,0,0,0,0,0,4,2,13,2,4,1,2,1,2,1,8,22982,5130,504,3245,1604,1
0,1,2,0,0,0,0,0,3,2,14,7,5,2,2,1,1,1,5,24340,80,620,2178,209,1
0,2,3,0,0,0,0,0,2,2,17,4,5,1,2,1,1,1,7,11780,1060,1260,1910,1154,1
0,1,1,0,0,0,0,0,3,1,19,7,3,3,4,1,3,1,4,19246,8922,1000,1796,530,1
0,2,1,0,0,0,0,0,4,1,22,11,2,4,1,2,1,0,2,4684,0,0,1332,113,1
0,2,2,0,0,0,0,0,4,2,22,11,4,4,1,1,1,0,2,25366,0,0,1458,178,1
0,1,4,0,0,0,0,0,4,2,3,3,3,1,2,1,2,1,8,18380,2250,658,3890,835,1
0,1,5,0,0,0,0,1,3,2,9,4,4,1,2,1,2,0,5,15780,0,0,2843,204,1
0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,1,3,0,1,18220,0,0,740,107,1
0,2,1,1,0,0,0,0,1,1,17,4,5,2,3,2,2,0,1,12580,0,0,541,1,1
0,2,2,0,0,0,0,0,4,2,22,11,5,4,2,1,2,0,4,31900,0,0,1368,738,2
0,1,3,0,0,0,1,0,4,2,3,8,2,1,2,3,2,0,7,10790,0,0,2549,722,1
0,1,4,0,0,0,0,0,4,2,3,3,3,1,2,3,2,1,7,9683,50,421,5250,1212,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,3,2,0,1,170,0,0,570,81,2
0,1,2,0,0,0,0,0,3,2,22,11,5,4,2,1,2,0,3,16960,0,0,2522,306,2
0,1,1,0,0,0,0,0,4,1,18,4,4,2,1,3,1,0,2,530,0,0,1314,95,1
0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,3,0,3,21500,0,0,1672,25,2
0,1,3,0,0,0,0,0,3,2,22,11,5,4,2,1,1,1,5,13210,250,375,2382,830,2
0,1,3,0,0,1,0,1,3,2,3,9,4,1,4,1,1,0,3,15070,0,135,2055,287,1
0,2,1,1,0,0,0,0,2,1,17,4,5,1,3,1,2,1,3,24480,1100,865,1235,427,1
0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,4,1,1,3,5700,2500,120,1973,145,1
0,1,2,1,0,0,0,1,1,2,1,6,5,3,2,1,1,0,2,23790,0,0,1288,12,1
0,1,2,1,0,0,0,1,1,2,22,11,5,4,2,3,2,1,2,530,300,24,846,125,2
0,2,1,0,0,0,0,0,1,1,22,11,5,4,3,3,2,0,1,2490,0,30,720,10,2
0,2,1,1,0,0,0,0,1,1,12,9,5,2,3,1,2,0,3,17700,0,0,2366,279,1
0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,1,1,0,2,7060,0,0,965,3,1
0,1,2,0,0,0,0,0,3,2,3,8,5,1,2,1,1,0,6,66550,0,0,2730,657,1
0,1,2,1,0,0,0,1,1,2,1,6,5,3,2,1,1,0,3,11880,0,0,1696,74,1
0,1,1,0,0,0,0,1,4,1,8,8,4,1,4,3,1,0,4,495,0,0,1550,369,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,3,0,4,24546,0,0,976,334,2
0,1,3,0,0,0,0,0,3,2,19,7,3,1,2,4,2,1,2,1888,30,120,3004,335,1
0,1,2,0,0,0,0,0,4,2,6,3,5,1,2,1,2,1,6,23300,8500,420,2040,940,1
0,1,2,1,0,0,0,0,2,2,1,6,5,3,2,1,1,0,6,16450,0,0,2537,202,1
0,1,3,0,0,0,0,1,1,2,1,6,5,3,2,1,1,0,3,30030,0,0,1246,303,1
0,1,2,0,0,0,0,0,3,2,8,8,5,1,2,1,1,0,6,6320,0,0,1917,544,1
0,1,3,0,0,0,0,0,4,2,12,3,4,1,2,3,1,1,4,10730,496,534,4946,182,1
0,1,1,0,0,0,0,1,4,1,7,5,2,1,1,1,3,1,4,17482,8738,1290,2192,574,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,3,2,0,1,1085,0,0,802,23,2
0,1,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,2,30,0,0,400,24,2
0,1,2,1,0,0,0,1,2,2,1,6,5,3,2,1,1,1,6,42900,200,0,2130,168,1
0,1,1,0,0,0,0,0,2,1,22,11,5,4,4,4,1,0,4,822,0,0,1590,11,1
0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,1,1,2,60400,1500,50,908,187,2
0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,1,2,1,2,17000,30,400,1185,40,1
0,2,3,0,0,0,0,0,4,2,22,11,4,4,2,1,2,0,2,24673,0,0,2874,328,1
0,2,3,0,0,1,0,0,4,2,11,5,3,3,4,1,2,0,4,17600,0,0,1720,608,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,2,0,2,34400,0,0,1218,23,2
0,1,3,0,0,0,0,0,4,2,6,7,4,1,2,2,2,1,7,50887,8000,0,5308,1579,1
0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,3,0,4,5382,0,0,1407,61,2
0,1,2,1,0,0,0,0,1,2,17,9,5,2,2,3,3,1,2,5180,430,175,1351,52,1
0,1,2,0,0,0,0,0,2,2,1,6,5,3,2,1,1,1,2,19292,400,0,1513,164,1
0,2,1,0,0,0,0,0,3,1,7,5,4,3,4,1,2,1,2,23650,7809,217,1330,536,1
0,1,3,0,0,0,0,0,3,2,22,11,1,4,2,3,2,1,4,5470,50,195,2447,185,1
0,2,1,1,0,0,0,0,2,1,22,11,5,4,3,4,2,0,2,150,0,0,2020,103,2
0,1,2,0,0,0,0,0,3,2,18,9,4,1,2,1,2,0,6,15836,0,0,1966,631,1
0,1,4,0,0,0,0,0,3,2,15,3,3,1,2,1,2,1,7,24180,8450,563,3970,1168,1
0,2,2,0,0,0,0,0,3,2,7,5,4,1,4,1,1,0,5,18300,0,0,1462,702,1
0,1,2,1,0,0,0,1,3,2,22,11,5,4,2,1,2,1,5,44000,40,310,2120,808,2
0,1,2,1,0,0,0,1,1,2,15,9,5,2,2,3,1,0,2,5680,0,0,1370,22,1
0,1,4,0,0,0,0,0,4,2,6,3,3,1,2,1,2,0,6,34899,0,0,3019,983,1
0,1,4,0,0,0,0,0,1,2,6,7,5,2,2,1,1,0,9,37338,0,0,3169,1281,1
0,1,4,0,0,0,0,0,4,2,14,3,3,1,2,1,1,1,5,30202,2040,984,3280,833,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,1,2,32516,9500,336,1402,575,2
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,2,0,1,19500,0,0,1550,13,2
0,1,2,0,0,0,0,1,2,2,6,9,4,2,1,3,2,0,4,4230,0,0,1112,142,1
0,1,4,0,0,0,0,1,3,2,3,8,4,1,2,1,2,1,8,46820,4330,273,4164,867,1
0,2,1,1,0,0,0,0,3,1,15,9,5,2,4,4,2,0,2,3420,0,0,937,1,1
0,2,3,0,0,1,0,0,4,2,19,4,3,2,4,1,3,1,3,12028,1000,0,1670,7,1
0,2,1,1,0,0,0,0,2,1,22,11,5,4,3,2,2,0,1,12230,0,0,1256,1,2
0,1,1,0,0,0,0,0,3,1,6,7,5,3,4,3,1,1,7,7100,2000,20,2570,1173,1
0,2,1,0,0,0,0,0,3,1,12,3,5,3,4,3,2,1,1,57652,10,1200,1702,468,1
0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,1,1,0,5,36980,0,0,1594,83,1
0,1,1,0,0,0,0,1,3,1,22,11,5,4,4,2,2,0,1,581,0,0,962,0,2
0,2,1,0,0,0,0,0,4,1,22,11,4,4,4,2,1,0,2,4536,0,0,1140,73,1
1,1,3,0,0,0,0,0,3,2,7,5,3,1,2,1,2,1,6,45155,14000,840,5040,1518,1
1,1,3,0,0,0,0,0,3,2,6,2,5,1,2,1,2,0,9,54230,0,0,2726,513,1
1,2,1,0,0,0,0,0,1,1,20,9,5,2,4,3,3,1,2,840,1000,0,1173,60,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,3,3,0,1,550,0,0,375,14,2
1,1,3,0,0,0,0,0,3,2,22,11,5,4,2,1,2,1,4,125987,500,0,3600,314,2
0,1,2,0,0,0,0,0,4,2,15,3,5,1,2,1,1,1,6,66456,4000,0,3342,559,1
0,1,2,1,0,0,0,0,2,2,3,9,5,1,2,1,1,0,4,14090,0,0,2118,527,1
0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,1,1,1,27150,3800,0,1876,9,2
0,1,1,0,0,0,0,0,3,1,3,7,2,1,1,2,1,0,3,5172,0,0,1692,336,1
0,1,3,0,0,0,0,0,3,2,6,9,5,1,2,1,2,0,9,32250,0,0,2330,1160,1
1,1,2,0,0,0,0,0,4,2,22,11,5,4,2,1,2,1,6,90774,2000,0,3390,682,2
1,1,1,0,0,0,0,0,4,1,7,8,3,2,1,2,3,0,2,27620,0,100,1476,228,1
1,1,2,0,0,0,0,0,3,2,22,11,5,4,3,4,2,0,1,30,0,850,836,200,2
0,2,5,0,0,0,0,0,3,2,15,3,4,1,4,1,3,1,3,9451,4977,1111,3134,256,1
0,2,2,1,0,0,0,0,1,2,9,4,5,3,2,1,1,1,5,20451,15000,560,1301,941,1
0,1,2,0,0,0,0,0,1,2,19,7,5,3,2,1,1,1,6,14127,700,500,2334,678,1
0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,4,1,0,2,5180,0,0,976,143,1
0,1,1,1,0,0,0,0,3,1,12,9,5,1,4,4,2,0,4,1100,0,0,1108,190,1
1,1,1,0,0,0,0,0,3,1,14,8,4,1,1,3,1,1,5,400,450,380,2800,1027,1
1,1,1,0,0,0,0,0,1,1,22,11,5,4,1,2,3,1,1,5605,160,0,670,0,2
1,1,2,1,0,0,0,0,1,2,7,5,5,3,2,1,2,1,6,56846,5500,240,1255,587,1
