Family_ID,Metropolitan,Gender,Family_num,Elder_Household,GrandChild_Household,Single_Household,Multi_Household,Disability_status,Master_EduCode,Master_WithLive,Master_IndustryCode,Manster_Jobcode,Master_Age,Master_EmpCode,Master_MarriCode,Tenancy_Type,Housing_Type,Debt_Holding,Income_code,Assets,Liabilities,Principal_Interest,Spend_Consum,Spend_NonConsum,Master_Retired
451200282,0,1,2,1,0,0,0,1,2,2,22,11,5,4,2,1,2,0,1,43800,0,0,959,14,2
451200302,0,1,5,0,0,0,0,0,4,2,15,3,3,1,2,1,2,1,8,51518,1470,720,3974,1127,1
451200322,0,2,2,0,0,0,0,0,3,2,9,4,1,3,1,3,2,0,4,13400,0,0,3670,125,1
451200352,0,1,3,0,0,0,0,0,3,2,8,8,5,1,2,1,1,0,8,31420,0,0,3120,1228,1
451200362,0,1,1,1,0,0,0,0,2,1,14,9,5,2,4,3,2,0,2,1900,0,0,1182,35,1
451200392,0,2,1,0,0,0,0,0,4,1,22,11,3,4,1,1,2,0,2,12829,0,0,1017,531,1
451300202,0,1,3,0,0,0,0,0,4,2,10,9,1,1,2,3,2,1,4,17477,10200,710,2480,909,1
451300232,0,2,1,0,0,0,0,0,4,1,6,3,2,1,1,1,2,1,2,20020,9500,1000,1610,714,1
451300252,0,2,1,0,0,0,0,0,4,1,22,11,2,4,1,2,2,0,2,17101,0,0,1970,69,1
451300272,0,2,4,0,0,0,0,0,4,2,13,2,3,1,2,1,2,1,8,37450,3200,550,3410,1300,1
451300292,0,1,1,0,0,0,0,0,1,1,14,9,5,2,1,3,3,0,3,3180,0,0,1004,62,1
451300322,0,1,2,0,0,0,0,1,1,2,22,11,4,4,2,3,2,0,2,1205,0,0,1890,30,2
451300342,0,1,5,0,0,0,0,0,3,2,7,4,4,3,2,1,2,1,6,38485,2000,581,3854,1261,1
451300372,0,1,1,0,0,0,0,0,3,1,3,7,2,3,1,3,1,1,4,12752,4600,1052,2298,525,1
451900211,0,1,2,0,0,0,0,0,4,2,22,11,4,4,2,3,2,1,1,21064,500,800,2900,1376,2
451900221,0,2,1,0,0,0,0,0,3,1,7,5,4,3,4,1,2,1,3,25625,6000,730,1635,301,1
451900241,0,1,2,0,0,0,0,0,3,2,7,9,5,3,2,1,1,1,6,37110,9000,1288,2290,1280,1
451900271,0,1,4,0,0,0,0,0,3,2,17,8,5,1,2,1,3,1,8,130702,3285,259,3800,1286,1
451900281,0,1,2,0,0,0,0,0,3,2,8,8,5,3,2,1,3,0,6,33800,0,60,1850,291,1
451900301,0,1,3,0,0,0,0,0,3,2,1,6,5,2,2,3,2,0,5,9622,0,0,2074,582,1
451900311,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,1,1220,0,0,570,0,2
451900331,0,2,1,0,0,0,0,0,3,1,22,11,4,4,3,1,1,0,2,10472,0,0,1496,87,1
451900371,0,2,1,0,0,0,0,0,3,1,3,8,4,1,4,1,2,1,5,17940,3818,469,2584,785,1
451900391,0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,1,1,1,4050,500,1150,777,106,2
452000212,0,1,3,0,0,0,0,0,4,2,12,3,3,1,2,3,3,0,7,22870,0,520,4421,1309,1
452000262,0,2,1,0,0,0,0,0,3,1,22,11,4,4,4,3,1,0,1,740,0,0,698,0,1
452000322,0,2,1,1,0,0,0,1,1,1,22,11,5,4,3,1,1,0,1,6200,0,0,576,5,2
452000332,0,1,2,1,0,0,0,1,3,2,22,11,5,4,2,1,1,0,2,8850,0,0,1333,54,2
452000342,0,2,1,1,0,0,0,1,1,1,22,11,5,4,3,1,1,0,1,1508,0,0,547,63,2
452000362,0,1,2,1,0,0,0,0,3,2,1,6,5,3,2,1,1,0,7,48470,0,0,2716,85,1
452100282,0,1,2,1,0,0,0,1,4,2,16,9,5,2,2,1,2,1,6,79350,270,72,3221,1124,1
452100312,0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,2,2,0,3,2250,0,0,1580,31,2
452100332,0,2,1,1,0,0,0,1,1,1,15,9,5,2,3,4,1,0,1,372,0,0,683,1,1
452100362,0,1,1,1,0,0,0,0,1,1,1,6,5,3,3,1,1,0,2,18960,0,0,940,43,1
452100372,0,1,2,0,0,0,0,0,2,2,8,8,5,3,2,1,1,0,5,32410,0,0,1430,237,1
452100382,0,1,4,0,0,0,0,0,4,2,6,1,3,1,2,1,2,1,9,43454,968,1122,5520,1212,1
452100392,0,1,2,1,0,0,0,1,1,2,17,9,5,2,2,1,1,0,2,3700,0,0,729,30,1
452200202,0,2,1,0,0,0,0,0,4,1,13,2,2,1,1,3,1,0,7,1170,0,0,2400,970,1
452200242,0,1,1,0,0,0,0,0,3,1,7,4,2,1,1,3,2,1,3,2900,1725,732,2402,480,1
452200302,0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,3,3,0,1,2451,0,0,684,13,1
452200322,0,1,4,0,0,0,0,0,3,2,14,4,4,1,2,1,2,1,9,47450,1500,576,3450,1746,1
452200342,0,2,1,1,0,0,0,1,1,1,17,9,5,2,3,3,1,0,1,60,0,0,839,1,1
452200352,0,1,2,0,0,0,0,0,1,2,1,6,5,3,1,1,1,0,4,8310,0,0,2054,473,1
452200362,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,3,1,0,2,800,0,0,740,21,2
452200372,0,1,2,0,0,0,0,0,4,2,12,2,5,3,2,1,1,1,8,117540,3750,440,4900,1274,1
452200392,0,2,1,1,0,0,0,1,1,1,22,11,5,4,3,1,1,0,1,2660,0,0,815,5,2
452300202,0,1,3,0,0,0,0,0,2,2,6,7,5,3,2,1,3,0,9,23150,0,0,4866,965,1
452300212,0,1,4,0,0,0,0,0,3,2,22,11,5,4,2,1,1,0,6,28050,0,0,2108,296,1
452300252,0,1,3,0,0,0,1,0,4,2,17,2,2,1,2,1,2,0,8,64600,0,0,2520,1414,1
452300262,0,1,4,0,0,0,0,0,4,2,6,1,3,1,2,1,2,0,8,76340,0,0,4750,1308,1
452300292,0,1,1,0,0,0,0,0,4,1,13,8,1,2,1,3,1,0,3,1663,0,0,1439,227,1
452300302,0,1,2,0,0,0,0,1,2,2,17,9,5,2,2,1,1,0,5,15918,0,0,2110,116,1
452300312,0,2,1,1,0,0,0,1,1,1,22,11,5,4,4,1,1,0,1,2700,0,0,866,23,2
452300322,0,1,1,1,0,0,0,0,1,1,17,9,5,2,3,3,1,0,2,2000,0,0,1364,31,1
452300332,0,1,2,0,0,0,0,0,3,2,3,7,2,1,1,1,2,1,6,20172,5970,1201,2590,738,1
452300362,0,1,2,1,0,0,0,0,2,2,1,6,5,3,2,1,1,0,6,24200,0,0,1140,348,1
452300372,0,1,2,0,0,0,0,0,3,2,1,6,4,3,2,1,1,1,7,120510,5000,390,3020,1286,1
452300392,0,1,3,0,0,0,0,0,4,2,15,4,3,1,2,1,2,1,7,27168,7388,540,1700,818,1
452900251,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,3,0,1,3613,0,0,616,15,2
452900261,0,1,3,0,0,0,1,0,3,2,14,9,5,1,2,3,2,1,3,905,1100,422,1998,220,1
452900271,0,1,2,1,0,0,0,0,1,2,15,9,5,2,2,1,2,0,3,16128,0,0,1154,33,1
452900281,0,1,2,0,0,0,0,0,3,2,22,11,5,4,2,3,2,1,2,6250,610,885,1318,452,1
452900301,0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,1,0,2,6241,0,0,1061,41,2
452900311,0,1,1,0,0,0,0,0,4,1,19,3,5,1,3,1,1,0,6,11040,0,0,1521,331,1
452900321,0,1,3,0,0,0,0,0,1,2,22,11,5,4,2,1,2,1,6,37013,2400,472,2366,678,2
452900331,0,1,3,0,0,0,0,0,3,2,6,9,2,1,2,2,2,1,1,12376,3500,240,2675,764,1
452900341,0,1,3,0,0,0,0,1,3,2,22,11,5,4,2,4,1,0,2,135,0,0,966,33,2
452900351,0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,1,1,1,3,19100,5300,334,1260,194,1
452900361,0,1,2,1,0,0,0,0,3,2,1,6,5,3,2,1,1,0,2,22150,0,0,860,224,1
452900371,0,1,2,0,0,0,0,0,4,2,1,6,4,3,2,1,1,0,6,37600,0,0,1160,444,1
453000232,0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,1,0,4,41715,0,0,1700,265,2
453100222,0,1,4,0,0,0,0,1,3,2,9,4,4,3,2,4,1,1,4,410,2750,365,1968,569,1
453100302,0,1,2,0,0,0,0,0,1,2,1,6,5,3,2,1,1,1,4,14250,700,230,2270,590,1
453100312,0,1,2,0,0,0,0,0,2,2,1,6,4,3,2,1,1,0,4,4265,0,0,3648,65,1
453200212,0,1,1,0,0,0,0,0,4,1,16,2,2,1,1,3,1,0,4,320,0,0,2680,501,1
453200312,0,2,1,0,0,0,0,0,3,1,16,2,4,1,4,1,1,1,4,9305,7000,795,1945,695,1
453300212,0,2,1,0,0,0,0,0,4,1,16,2,4,3,4,1,2,0,5,20440,0,0,2020,389,1
453300242,0,2,1,0,0,0,0,0,3,1,16,9,5,1,3,1,3,0,4,13464,0,0,1147,327,1
453300302,0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,1,2,0,5,75200,0,0,1334,255,1
453300312,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,1,10900,0,0,904,8,2
453900201,0,1,2,0,0,0,0,0,3,2,11,5,5,3,2,1,1,1,6,102480,3000,1020,3900,453,1
460000212,0,1,2,1,0,0,0,0,3,2,7,5,5,3,2,1,2,0,3,26240,0,0,2440,673,1
460000332,0,2,2,0,0,0,0,0,1,2,9,9,5,2,4,3,1,0,3,590,0,0,1456,309,1
460100222,0,1,2,0,0,0,0,0,4,2,19,8,5,3,2,3,2,0,3,4650,0,0,1184,32,1
460100242,0,1,1,0,0,0,0,1,2,1,22,11,5,4,4,3,1,0,2,800,0,0,760,0,2
460100302,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,3,0,1,7700,0,0,820,7,2
460100312,0,1,4,0,0,0,0,0,3,2,3,7,3,2,2,1,2,1,8,26892,12080,1206,4200,1052,1
460100322,0,2,4,0,0,0,0,0,4,2,19,4,3,3,2,1,2,1,6,22180,10000,600,2910,1169,1
460100392,0,2,2,0,0,0,0,0,3,2,9,4,3,2,3,3,2,1,3,8508,2300,60,1054,136,1
460200212,0,2,1,1,0,0,0,0,2,1,22,11,5,4,4,4,1,0,1,10,0,0,873,1,2
460200222,0,2,1,0,0,0,0,0,3,1,3,3,2,1,1,2,2,1,3,23120,12000,600,1290,1008,1
460200262,0,1,2,0,0,0,0,0,4,2,14,4,5,2,2,3,2,1,6,30670,2000,1072,1231,970,1
460200272,0,1,3,0,0,0,0,0,3,2,6,9,4,2,1,4,1,0,8,518,0,0,1210,238,1
460200292,0,1,1,1,0,0,0,0,3,1,19,3,5,2,4,3,1,0,3,1400,0,0,1450,48,1
460200302,0,1,4,0,0,0,0,0,4,2,3,2,2,1,2,1,2,1,8,30730,7750,816,4300,1628,1
460200352,0,2,2,0,0,0,0,0,3,2,22,11,4,4,3,1,2,1,6,19258,2900,541,2867,112,2
460200362,0,1,3,0,0,0,0,0,3,2,22,11,5,4,2,1,1,0,3,34438,0,20,2136,130,2
460200372,0,1,3,0,0,0,0,0,2,2,6,7,5,2,2,1,1,1,7,37073,4800,430,2540,798,1
460200392,0,1,4,0,0,0,0,0,3,2,3,8,3,1,2,2,2,1,2,18770,1350,1030,4044,1046,1
460300202,0,1,2,1,0,0,0,1,1,2,22,11,5,4,2,1,3,0,1,9100,0,0,439,7,2
460300222,0,1,6,0,0,0,1,1,3,2,3,8,4,1,2,1,1,0,7,27570,0,0,3767,537,1
460300262,0,2,1,1,0,0,0,0,1,1,22,11,5,4,4,2,1,0,1,7843,0,0,743,1,2
460300292,0,1,1,0,0,0,0,0,3,1,8,9,1,1,1,2,1,1,4,9960,5000,72,763,360,1
460300302,0,1,2,0,0,0,0,0,2,2,15,9,5,2,2,1,1,1,3,4560,30,540,788,112,1
460300312,0,2,3,0,0,0,0,0,3,2,9,5,5,3,2,1,4,1,9,31352,5600,816,2450,1074,1
460300342,0,1,2,0,0,0,0,0,3,2,9,4,5,3,2,1,4,1,7,89971,10000,1080,2976,1679,1
460300352,0,1,1,0,0,0,0,0,4,1,6,7,2,2,1,3,1,1,2,4320,1000,36,1545,268,1
460300362,0,1,1,1,0,0,0,1,1,1,22,11,5,4,3,1,1,0,1,17200,0,0,886,28,2
460300392,0,1,3,0,0,0,0,1,1,2,6,9,5,2,2,1,1,1,8,24880,9200,408,1750,304,1
460900211,0,1,3,0,0,0,0,0,2,2,4,3,4,1,2,1,3,1,8,43570,1000,1120,3790,1611,1
460900221,0,2,3,0,0,0,0,0,2,2,17,4,5,1,4,1,1,1,6,36800,500,0,1730,789,1
460900241,0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,2,0,2,28450,0,100,1348,29,2
460900261,0,1,2,0,0,0,0,1,3,2,14,9,4,1,1,3,2,0,4,5094,0,0,1384,376,1
460900291,0,2,1,0,0,0,0,0,3,1,7,3,3,1,1,3,2,1,3,5460,100,600,1712,280,1
460900321,0,1,3,0,0,0,0,0,2,2,14,9,5,1,2,1,2,1,6,19780,2800,813,1138,768,1
460900331,0,1,2,0,0,0,0,1,3,2,14,9,5,2,2,1,2,1,7,118674,1000,0,2517,976,1
460900361,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,1,1050,0,0,405,24,2
460900371,0,1,3,0,0,0,0,0,3,2,7,5,4,3,2,1,2,1,8,103203,10928,811,3784,1564,1
461000232,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,1,30,0,0,347,1,2
461000252,0,1,1,0,0,0,0,0,2,1,3,7,4,1,1,3,2,0,4,4570,0,0,1576,340,1
461000262,0,1,2,1,0,0,0,0,3,2,14,9,5,2,2,1,2,0,5,24962,0,0,1202,187,1
461000282,0,2,1,1,0,0,0,1,1,1,22,11,5,4,3,1,1,0,2,46050,0,0,1844,61,2
461000322,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,1,18,0,0,373,26,2
461000362,0,2,1,0,0,0,0,0,2,1,1,6,4,3,3,1,2,0,3,16460,0,0,1141,194,1
461000372,0,1,3,0,0,0,0,0,1,2,1,6,5,3,2,1,1,0,6,50530,0,0,2273,147,1
461000382,0,1,2,1,0,0,0,0,2,2,1,9,5,2,2,1,1,0,3,7587,0,0,1109,197,1
461100202,0,1,1,0,0,0,0,0,3,1,22,11,5,4,4,3,1,1,1,100,2390,0,908,1,2
461100222,0,2,1,1,0,0,0,0,1,1,15,9,5,2,3,1,2,0,1,10050,0,0,767,39,1
461100272,0,1,3,0,0,0,0,0,4,2,3,8,2,1,2,1,2,1,8,21596,6840,1123,3468,1551,1
461100302,0,2,3,0,0,0,0,0,3,2,9,4,5,3,2,1,2,1,6,43269,350,9,2420,491,1
461100342,0,1,2,0,0,0,0,0,3,2,22,11,5,4,2,1,1,1,5,41950,3000,150,2180,376,2
461100362,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,1,200,0,0,561,51,2
461100382,0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,1,1,0,2,15829,0,0,1685,143,1
461100392,0,1,7,0,0,0,0,0,4,2,19,2,4,1,2,4,4,1,4,120,350,28,2195,338,1
461200232,0,1,2,0,0,0,0,0,3,2,3,8,5,1,2,1,2,0,5,123986,0,0,2916,893,1
461200332,0,1,3,0,0,0,0,1,1,2,22,11,5,4,2,1,1,0,5,12318,0,0,1880,468,2
461200362,0,1,4,0,0,0,0,0,4,2,22,11,3,4,2,1,2,1,5,13554,4154,347,4188,443,1
461300202,0,1,2,0,0,0,0,0,3,2,6,5,2,2,2,3,1,0,6,850,0,0,2697,185,1
461300212,0,1,1,0,0,0,0,0,3,1,3,7,3,1,4,3,1,1,4,620,6416,792,1783,1492,1
461300222,0,2,2,0,0,0,0,0,4,2,16,2,4,1,4,1,2,0,4,18680,0,0,2314,510,1
461300232,0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,2,1,2,15465,30,120,1309,136,2
461300322,0,2,2,0,0,0,0,0,1,2,22,11,4,4,4,3,2,0,1,157,0,0,852,42,2
461300342,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,1,4050,0,0,692,23,2
461300352,0,1,2,0,0,0,0,0,3,2,3,8,3,2,1,3,2,1,4,659,500,274,2407,139,1
461300362,0,1,3,0,0,0,0,0,3,2,19,7,4,1,2,1,2,1,5,15683,5920,560,3881,1043,1
461300382,0,2,1,1,0,0,0,0,1,1,1,6,5,3,3,4,1,0,3,1477,0,0,633,26,1
461300392,0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,1,1,0,7,25052,0,0,2644,407,1
461900201,0,2,1,1,0,0,0,0,2,1,17,4,5,1,3,3,2,1,3,4514,1000,552,1368,97,1
461900241,0,1,2,0,0,0,0,0,3,2,6,7,5,3,3,1,2,0,5,24970,0,0,1230,166,1
461900251,0,1,1,1,0,0,0,0,1,1,15,9,5,2,3,1,2,0,1,8000,0,0,901,9,1
461900311,0,1,4,0,0,0,1,0,3,2,3,8,4,1,2,1,2,1,5,8796,3962,565,1629,623,1
461900351,0,2,1,0,0,0,0,0,2,1,9,4,4,3,4,1,1,1,4,6888,3500,1200,1342,243,1
461900361,0,1,2,0,0,0,0,0,4,2,1,6,5,3,2,1,1,1,5,56677,1940,190,1720,551,1
461900371,0,1,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,1,1371,0,0,1083,106,2
461900381,0,1,3,1,0,0,0,0,2,2,1,6,5,3,2,1,1,0,5,28600,0,0,2039,164,1
461900391,0,2,1,1,0,0,0,0,1,1,15,9,5,2,3,1,1,0,1,3020,0,0,682,62,1
462000302,0,2,1,1,0,0,0,0,1,1,1,9,5,2,3,1,1,0,3,14886,0,0,546,15,1
462000332,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,1,2895,0,0,710,248,2
462000342,0,1,2,0,0,0,0,0,1,2,1,6,5,3,2,1,1,0,7,42847,0,0,2215,221,1
462000352,0,1,3,0,0,0,0,0,3,2,1,6,4,3,2,1,1,1,5,20489,1500,45,2253,405,1
462000362,0,2,1,1,0,0,0,1,1,1,22,11,5,4,3,1,1,0,1,1133,0,0,584,2,2
462000372,0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,1,1,0,1,2220,0,0,1290,50,1
462100202,0,1,1,1,0,0,0,0,3,1,12,9,5,1,4,2,1,0,6,8350,0,0,1387,349,1
462100302,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,1,14398,0,0,739,33,2
462100312,0,1,2,1,0,0,0,0,2,2,22,11,5,4,2,1,1,0,3,8125,0,0,1458,20,2
462100332,0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,4,1,0,1,5600,0,0,677,3,1
462100342,0,2,1,1,0,0,0,0,1,1,1,6,5,3,3,4,1,0,1,200,0,0,900,1,1
462100352,0,1,2,1,0,0,0,1,1,2,1,6,5,3,2,1,1,1,2,14294,5000,250,1669,357,1
462100362,0,1,2,1,0,0,0,0,2,2,1,6,5,3,2,4,1,0,2,2760,0,0,1397,1,1
462100392,0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,1,1,0,2,23610,0,0,500,45,1
462200202,0,1,2,1,0,0,0,0,2,2,1,6,5,3,2,1,1,0,4,97070,0,0,1520,315,1
462200302,0,1,1,1,0,0,0,1,2,1,22,11,5,4,3,1,1,1,2,6530,450,92,841,65,2
462200312,0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,1,1,0,2,24118,0,0,1207,42,1
462200322,0,1,2,0,0,0,0,0,3,2,4,5,4,3,2,3,2,1,4,15320,9800,997,3260,993,1
462200332,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,2,23800,0,0,1007,3,2
462200342,0,1,2,0,0,0,0,0,3,2,1,6,5,3,2,1,1,0,5,28015,0,1048,1833,292,1
462200362,0,2,4,0,0,0,0,1,1,2,22,11,5,4,3,1,1,1,3,4620,500,80,2500,358,2
462200372,0,2,1,1,0,0,0,0,1,1,1,6,5,3,3,1,1,0,3,36240,0,0,792,532,1
462200392,0,1,2,0,0,0,0,0,2,2,15,9,5,2,2,1,1,1,4,10965,5000,220,2057,390,1
462300202,0,2,1,0,0,0,0,0,3,1,3,4,5,1,4,3,1,1,2,1061,1095,357,1396,305,1
462300302,0,2,1,1,0,0,0,0,1,1,15,9,5,2,3,1,1,0,2,6239,0,0,660,44,1
462300312,0,1,1,1,0,0,0,1,1,1,1,6,5,3,3,1,1,0,2,22353,0,0,1037,314,1
462300322,0,2,1,1,0,0,0,0,1,1,9,9,5,2,3,1,1,0,3,2990,0,0,969,142,1
462300352,0,1,3,0,1,0,0,0,1,2,22,11,5,4,2,1,1,0,5,5691,0,0,1850,96,2
462300362,0,1,2,0,0,0,0,0,1,2,1,6,5,3,2,1,1,0,6,65290,0,0,1750,326,1
462300372,0,2,2,1,0,0,0,1,2,2,15,9,5,2,2,1,1,0,2,10772,0,0,1220,19,1
462900311,0,1,2,0,0,0,0,0,2,2,1,6,5,3,2,1,1,1,9,68629,9350,1310,2246,691,1
462900321,0,1,2,0,0,0,0,0,3,2,6,7,4,1,2,1,1,1,2,6485,3500,0,1250,571,1
462900351,0,1,2,0,0,0,0,0,3,2,7,9,5,1,2,1,1,0,5,14330,0,0,2620,925,1
470000302,0,1,1,0,0,0,0,0,2,1,8,8,4,1,1,3,2,0,5,530,0,190,3374,683,1
470000312,0,2,1,0,0,0,0,0,3,1,22,11,3,4,4,3,1,1,1,122,1800,774,868,0,2
470000332,0,1,9,0,0,0,0,1,4,2,7,8,2,2,2,4,1,1,4,780,350,163,3430,256,1
470000382,0,1,2,1,0,0,0,0,4,2,1,6,5,3,2,1,1,0,5,31474,0,0,2464,450,1
470100322,0,1,3,0,0,0,0,0,3,2,22,11,5,4,2,1,1,1,3,14138,200,0,3216,240,2
470100342,0,1,2,0,0,0,0,1,3,2,1,6,5,3,2,1,1,1,5,24230,5080,1032,2154,303,1
470100392,0,1,3,0,0,0,0,0,1,2,22,11,5,4,2,1,2,1,3,21620,10979,660,2016,600,2
470200302,0,1,2,0,0,0,0,0,3,2,7,5,5,3,2,1,2,0,3,11600,0,0,935,498,1
470200322,0,1,4,0,0,0,0,0,3,2,6,7,3,2,2,1,1,0,4,9160,0,0,3150,736,1
470200342,0,2,1,1,0,0,0,0,1,1,19,4,5,3,3,3,4,1,3,2050,1500,500,1265,32,1
470200362,0,2,1,0,0,0,0,0,3,1,22,11,5,4,3,1,2,0,2,36699,0,0,1434,325,1
470200382,0,2,1,0,0,0,0,0,2,1,9,4,5,3,3,1,1,1,4,18500,7000,360,1173,437,1
470300312,0,1,1,0,0,0,0,0,4,1,3,7,2,1,1,3,1,1,5,31750,12600,0,2000,929,1
470300322,0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,2,1,2,34010,1500,364,1826,105,2
470300352,0,1,1,1,0,0,0,0,3,1,22,11,5,4,4,2,2,0,1,8050,0,0,861,30,2
470300382,0,2,1,1,0,0,0,0,1,1,15,9,5,2,3,1,2,0,1,3755,0,0,393,5,1
470300392,0,2,1,1,0,0,0,0,2,1,22,11,5,4,3,2,2,1,1,32700,1000,0,990,131,2
470900301,0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,3,0,2,13300,0,0,692,69,2
470900311,0,1,2,0,0,0,0,0,2,2,17,9,5,2,2,1,3,1,3,6357,2050,138,888,70,1
470900331,0,1,1,0,0,0,0,0,3,1,3,8,4,1,4,2,2,1,4,25050,5700,1158,2010,564,1
470900341,0,1,3,0,0,0,0,0,3,2,8,8,5,2,2,3,2,1,5,7748,1756,230,4290,641,1
470900371,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,2,0,1,293,0,0,926,1,2
470900381,0,1,3,0,0,0,0,0,4,2,22,11,5,4,2,1,1,0,7,18308,0,0,3899,271,2
471000312,0,1,3,0,0,0,0,0,3,3,3,4,5,1,2,1,1,1,8,66900,100,0,2580,1225,1
471000352,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,1,16323,0,0,597,11,1
471000362,0,2,1,1,0,0,0,0,1,1,1,6,5,3,3,1,1,0,1,12150,0,0,1050,149,1
471000392,0,1,1,1,0,0,0,0,2,1,22,11,5,4,3,4,1,0,1,12800,0,0,1934,6,2
471200312,0,1,4,0,0,0,0,0,3,2,8,8,4,1,2,1,2,1,8,19100,3000,300,3246,1436,1
471200342,0,1,2,0,0,0,0,0,3,2,7,7,2,3,1,3,2,1,5,27170,8000,360,3760,1549,1
471200372,0,1,2,0,0,0,0,0,3,2,15,9,5,1,2,1,2,0,4,32794,0,0,2087,242,1
471200382,0,1,2,0,0,0,0,0,4,2,13,7,5,3,2,1,2,0,8,48940,0,0,2648,1105,1
471200392,0,1,1,0,0,0,0,0,3,1,22,11,2,4,1,3,1,1,1,1410,3820,300,1859,86,1
471300322,0,1,3,0,0,0,0,0,4,2,3,3,3,3,2,3,4,0,9,10909,0,0,5354,1286,1
471300362,0,1,2,1,0,0,0,0,2,2,1,6,5,3,2,1,4,1,4,4450,6000,250,1656,505,1
471300372,0,1,1,0,0,0,0,1,3,1,1,6,4,3,1,3,1,0,2,410,0,0,1191,0,1
471300382,0,2,1,1,0,0,0,0,1,1,1,6,5,3,3,4,1,1,3,118,2000,100,1182,40,1
471300392,0,1,3,0,0,0,0,0,3,2,8,8,4,1,4,1,3,0,7,7570,0,0,3492,908,1
471900351,0,2,1,0,0,0,0,0,1,1,7,9,5,2,3,1,1,1,1,14538,1370,780,649,275,1
471900371,0,1,2,1,0,0,0,0,2,2,1,6,5,3,2,1,1,0,2,24220,0,0,1020,167,1
471900381,0,1,1,1,0,0,0,0,3,1,1,6,5,3,4,4,1,1,3,11930,400,832,1528,63,1
471900391,0,2,1,0,0,0,0,0,2,1,9,4,4,1,3,1,3,1,2,7267,1090,130,1522,417,1
472000302,0,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,2,1,6,41816,5500,195,1614,459,1
472000312,0,1,1,1,0,0,0,0,4,1,3,2,5,3,3,1,2,1,6,60030,2500,480,2206,577,1
472000332,0,1,2,1,0,0,0,1,3,2,22,11,5,4,2,4,2,0,2,200,0,0,1016,26,2
472000352,0,2,1,1,0,0,0,1,1,1,15,9,5,2,3,1,1,0,1,5053,0,0,678,3,1
472000362,0,2,2,1,0,0,0,0,2,2,17,4,5,1,1,1,1,1,3,11550,300,360,1806,185,1
472100322,0,1,2,1,0,0,0,0,2,2,1,6,5,3,2,1,1,0,3,81850,0,0,1341,241,1
472100332,0,1,3,0,0,0,0,0,3,2,3,8,5,1,2,1,3,1,8,18475,11270,744,3256,1188,1
472100362,0,1,2,0,0,0,0,0,3,2,14,9,5,2,2,1,3,1,6,12450,500,1250,2306,345,1
472100372,0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,1,0,2,22900,0,0,1386,128,1
472100382,0,1,3,0,0,0,0,1,3,2,1,6,5,3,2,1,1,0,8,63024,0,0,3750,338,1
472100392,0,1,1,0,0,0,0,0,4,1,19,2,4,3,4,3,4,1,8,24758,7800,700,1220,307,1
472200322,0,1,4,0,0,0,1,0,3,2,3,8,4,1,2,2,1,1,5,4510,200,300,3504,501,1
472200332,0,2,1,1,0,0,0,0,1,1,1,6,5,3,3,1,1,0,1,18810,0,0,1077,321,1
472200342,0,1,3,0,0,0,0,0,4,2,3,8,5,1,2,3,1,1,5,1320,40,500,3034,225,1
472200372,0,2,2,0,0,0,0,0,1,2,22,11,5,4,3,1,1,0,4,5236,0,0,1160,309,2
